t,RssAnon,RssFile,RssShmem,VmRSS,VmHWM,majflt,read_bytes,psi_io_full
18.924,374676,91764,0,466440,1984908,5,5824512,4.49
19.024,400896,91764,0,492660,1984908,5,5824512,4.49
19.124,428016,91764,0,519780,1984908,5,5824512,6.21
19.225,455232,91764,0,546996,1984908,5,5824512,6.21
19.325,482400,91764,0,574164,1984908,5,5824512,6.21
19.425,509136,91764,0,600900,1984908,5,5824512,6.21
19.526,524608,92340,0,616948,1984908,5,5824512,6.21
19.626,524608,92340,0,616948,1984908,5,5824512,6.21
19.727,524608,92340,0,616948,1984908,5,5824512,6.21
19.827,524608,92340,0,616948,1984908,5,5824512,6.21
19.927,524608,92340,0,616948,1984908,5,5824512,6.21
20.028,524608,92340,0,616948,1984908,5,5824512,6.21
20.128,381068,92532,0,473600,1984908,5,5824512,6.21
20.229,375488,115968,0,491456,1984908,33,5824512,6.21
20.329,371168,111872,0,483040,1984908,37,5824512,6.21
20.429,397024,167744,0,564768,1984908,39,5824512,6.21
20.530,429208,114880,0,544088,1984908,39,5824512,6.21
20.630,414160,148644,0,562804,1984908,41,5824512,6.21
20.730,386160,214540,0,600700,1984908,41,5824512,6.21
20.831,433660,214540,0,648200,1984908,41,5824512,6.21
20.931,391968,149268,0,541236,1984908,42,5824512,6.21
21.032,388208,192852,0,581060,1984908,44,5824512,5.08
21.132,397052,255632,0,652684,1984908,44,5824512,5.08
21.232,449316,255632,0,704948,1984908,44,5824512,5.08
21.333,431708,323068,0,754776,1984908,44,5824512,5.08
21.434,413980,351540,0,765520,1984908,45,5824512,5.08
21.534,401988,410428,0,812416,1984908,45,5824512,5.08
21.635,441152,435604,0,876756,1984908,45,5824512,5.08
21.735,441152,199688,0,640840,1984908,46,5824512,5.08
21.835,404040,250416,0,654456,1984908,46,5824512,5.08
21.936,405064,298008,0,703072,1984908,46,5824512,5.08
22.036,408540,331684,0,740224,1984908,47,5824512,5.08
22.137,412636,386108,0,798744,1984908,48,5824512,5.08
22.237,415708,365036,0,780744,1984908,49,5824512,5.08
