t,RssAnon,RssFile,RssShmem,VmRSS,VmHWM,majflt,read_bytes,psi_io_full
14.155,814440,12960,0,827400,1621480,0,5388304384,16.73
14.256,814440,12960,0,827400,1621480,0,5388304384,16.73
14.356,814440,12960,0,827400,1621480,0,5388304384,16.73
14.456,814440,12960,0,827400,1621480,0,5388304384,16.73
14.557,814440,12960,0,827400,1621480,0,5388304384,16.73
14.657,814440,12960,0,827400,1621480,0,5388304384,16.73
14.758,814440,12960,0,827400,1621480,0,5388304384,16.73
14.858,814440,12960,0,827400,1621480,0,5388304384,14.6
14.958,814440,12960,0,827400,1621480,0,5388304384,14.6
15.059,814440,12960,0,827400,1621480,0,5388304384,14.6
15.159,814440,12960,0,827400,1621480,0,5396692992,14.6
15.259,814440,12960,0,827400,1621480,0,5396692992,14.6
15.360,814440,12960,0,827400,1621480,0,5396692992,14.6
15.460,814440,12960,0,827400,1621480,0,5396692992,14.6
15.560,814440,12960,0,827400,1621480,0,5396692992,14.6
15.661,814440,12960,0,827400,1621480,0,5396692992,14.6
15.761,814440,12960,0,827400,1621480,0,5396709376,14.6
15.861,814440,12960,0,827400,1621480,0,5396877312,14.6
15.962,829740,12960,0,842700,1621480,0,5396877312,14.6
16.062,849260,12960,0,862220,1621480,0,5396877312,14.6
16.162,868716,12960,0,881676,1621480,0,5396877312,14.6
16.263,888172,12960,0,901132,1621480,0,5396877312,14.6
16.363,907652,12960,0,920612,1621480,0,5396877312,14.6
16.463,927084,12960,0,940044,1621480,0,5396877312,14.6
16.564,947564,12960,0,960524,1621480,0,5396877312,14.6
16.664,967608,12960,0,980568,1621480,0,5396877312,14.6
16.765,987500,12960,0,1000460,1621480,0,5396877312,16.49
16.865,1006956,12960,0,1019916,1621480,0,5396877312,16.49
16.965,1026412,12960,0,1039372,1621480,0,5396877312,16.49
17.066,1045868,12960,0,1058828,1621480,0,5396877312,16.49
17.166,1065324,12960,0,1078284,1621480,0,5396877312,16.49
17.267,1084780,12960,0,1097740,1621480,0,5396877312,16.49
17.367,1104236,12960,0,1117196,1621480,0,5396877312,16.49
17.467,1123692,12960,0,1136652,1621480,0,5396877312,16.49
17.568,1143372,12960,0,1156332,1621480,0,5396877312,16.49
17.668,1162604,12960,0,1175564,1621480,0,5396877312,16.49
17.768,1182060,12960,0,1195020,1621480,0,5396877312,16.49
17.869,1201516,12960,0,1214476,1621480,0,5396877312,16.49
17.969,1219948,12960,0,1232908,1621480,0,5396877312,16.49
18.069,1239404,12960,0,1252364,1621480,0,5396877312,16.49
18.170,1258444,12960,0,1271404,1621480,0,5396877312,16.49
18.270,1277292,12960,0,1290252,1621480,0,5396877312,16.49
18.371,1295772,12960,0,1308732,1621480,0,5396877312,16.49
18.471,1314156,12960,0,1327116,1621480,0,5396877312,16.49
18.571,1333612,12960,0,1346572,1621480,0,5396877312,16.49
18.672,1352044,12960,0,1365004,1621480,0,5396877312,13.5
18.772,1371500,12960,0,1384460,1621480,0,5396877312,13.5
18.872,1390956,12960,0,1403916,1621480,0,5396877312,13.5
18.973,1411436,12960,0,1424396,1621480,0,5396877312,13.5
19.073,1430828,12960,0,1443788,1621480,0,5396877312,13.5
19.173,1450348,12960,0,1463308,1621480,0,5396877312,13.5
19.274,1469804,12960,0,1482764,1621480,0,5396877312,13.5
19.374,1489120,12960,0,1502080,1621480,0,5396877312,13.5
19.474,1507692,12960,0,1520652,1621480,0,5396877312,13.5
19.575,1526928,12960,0,1539888,1621480,0,5396877312,13.5
19.675,1545432,12960,0,1558392,1621480,0,5396877312,13.5
19.775,1563336,12960,0,1576296,1621480,0,5396877312,13.5
19.876,1582444,12960,0,1595404,1621480,0,5396877312,13.5
19.976,1601700,12960,0,1614660,1621480,0,5396877312,13.5
20.076,1621356,12960,0,1634316,1634316,0,5396877312,13.5
20.177,1640636,12960,0,1653596,1653596,0,5396877312,13.5
20.277,1659588,12960,0,1672548,1672548,0,5396877312,13.5
20.378,1678700,12960,0,1691660,1691660,0,5396877312,13.5
20.478,1698916,12960,0,1711876,1711876,0,5396877312,13.5
20.578,1718636,12960,0,1731596,1731596,0,5396877312,13.5
20.679,1738092,12960,0,1751052,1751052,0,5396877312,14.86
20.779,1758156,12960,0,1771116,1771116,0,5396877312,14.86
20.879,1777056,12960,0,1790016,1790016,0,5396877312,14.86
20.980,1797476,12960,0,1810436,1810436,0,5396877312,14.86
21.080,1816940,12960,0,1829900,1829900,0,5396877312,14.86
21.180,1837312,12960,0,1850272,1850272,0,5396877312,14.86
21.281,1856556,12960,0,1869516,1869516,0,5396877312,14.86
21.381,1863020,12960,0,1875980,1875980,0,5396877312,14.86
21.481,1863020,12960,0,1875980,1875980,0,5396877312,14.86
21.582,1863020,12960,0,1875980,1875980,0,5396877312,14.86
21.682,1863020,12960,0,1875980,1875980,0,5396877312,14.86
21.782,1863020,12960,0,1875980,1875980,0,5396877312,14.86
21.883,1863020,12960,0,1875980,1875980,0,5396877312,14.86
21.983,1863020,12960,0,1875980,1875980,0,5396877312,14.86
22.084,1863020,12960,0,1875980,1875980,0,5396877312,14.86
22.184,1863020,12960,0,1875980,1875980,0,5396877312,14.86
22.284,1863020,12960,0,1875980,1875980,0,5396877312,14.86
22.385,1863020,12960,0,1875980,1875980,0,5396877312,14.86
22.485,1863020,12960,0,1875980,1875980,0,5396877312,14.86
22.585,1863020,12960,0,1875980,1875980,0,5396877312,14.52
22.686,1863020,12960,0,1875980,1875980,0,5396877312,14.52
22.786,1863020,12960,0,1875980,1875980,0,5396877312,14.52
22.887,1863020,12960,0,1875980,1875980,0,5396877312,14.52
22.987,1863020,12960,0,1875980,1875980,0,5396877312,14.52
23.087,1863020,12960,0,1875980,1875980,0,5396877312,14.52
23.188,1863020,12960,0,1875980,1875980,0,5396877312,14.52
23.288,1863020,12960,0,1875980,1875980,0,5396877312,14.52
23.388,1863020,12960,0,1875980,1875980,0,5396877312,14.52
23.489,1863020,12960,0,1875980,1875980,0,5396877312,14.52
23.589,1863020,12960,0,1875980,1875980,0,5396877312,14.52
23.689,1863020,12960,0,1875980,1875980,0,5396877312,14.52
23.790,1863020,12960,0,1875980,1875980,0,5396877312,14.52
23.890,1863020,12960,0,1875980,1875980,0,5396877312,14.52
23.990,1863020,12960,0,1875980,1875980,0,5396877312,14.52
24.091,1863020,12960,0,1875980,1875980,0,5396877312,14.52
24.191,1863020,12960,0,1875980,1875980,0,5396877312,14.52
24.291,1863020,12960,0,1875980,1875980,0,5396877312,14.52
24.392,1863020,12960,0,1875980,1875980,0,5396877312,14.52
24.492,1863020,12960,0,1875980,1875980,0,5396877312,13.7
24.592,1863020,12960,0,1875980,1875980,0,5396877312,13.7
24.693,1088780,12960,0,1101740,1875316,0,5396877312,13.7
24.793,826664,13152,0,839816,1875316,0,5397630976,13.7
24.894,845172,13152,0,858324,1875316,0,5397630976,13.7
24.994,863604,13152,0,876756,1875316,0,5397630976,13.7
25.094,882036,13152,0,895188,1875316,0,5397630976,13.7
25.195,900468,13152,0,913620,1875316,0,5397630976,13.7
25.295,917876,13152,0,931028,1875316,0,5397630976,13.7
25.395,936540,13152,0,949692,1875316,0,5397630976,13.7
25.496,955764,13152,0,968916,1875316,0,5397630976,13.7
25.596,974836,13152,0,987988,1875316,0,5397630976,13.7
25.696,993652,13152,0,1006804,1875316,0,5397630976,13.7
25.797,1012084,13152,0,1025236,1875316,0,5397630976,13.7
25.897,1030836,13152,0,1043988,1875316,0,5397630976,13.7
25.997,1049116,13152,0,1062268,1875316,0,5397630976,13.7
26.098,1068404,13152,0,1081556,1875316,0,5397630976,13.7
26.198,1086836,13152,0,1099988,1875316,0,5397630976,13.7
26.298,1100328,13152,0,1113480,1875316,0,5397630976,13.7
26.399,1113684,13152,0,1126836,1875316,0,5397630976,12.67
26.499,1132116,13152,0,1145268,1875316,0,5397630976,12.67
26.599,1151348,13152,0,1164500,1875316,0,5397630976,12.67
26.700,1168756,13152,0,1181908,1875316,0,5397630976,12.67
26.800,1186632,13152,0,1199784,1875316,0,5397630976,12.67
26.900,1204904,13152,0,1218056,1875316,0,5397630976,12.67
27.001,1223988,13152,0,1237140,1875316,0,5397630976,12.67
27.101,1242484,13152,0,1255636,1875316,0,5397630976,12.67
27.202,1260916,13152,0,1274068,1875316,0,5397630976,12.67
27.302,1279348,13152,0,1292500,1875316,0,5397630976,12.67
27.402,1297012,13152,0,1310164,1875316,0,5397630976,12.67
27.503,1315188,13152,0,1328340,1875316,0,5397630976,12.67
27.603,1334068,13152,0,1347220,1875316,0,5397630976,12.67
27.703,1353076,13152,0,1366228,1875316,0,5397630976,12.67
27.804,1372248,13152,0,1385400,1875316,0,5397630976,12.67
27.904,1391152,13152,0,1404304,1875316,0,5397630976,12.67
28.004,1410420,13152,0,1423572,1875316,0,5397630976,12.67
28.105,1429088,13152,0,1442240,1875316,0,5397630976,12.67
28.205,1448232,13152,0,1461384,1875316,0,5397630976,12.67
28.305,1466740,13152,0,1479892,1875316,0,5397630976,12.67
28.406,1484148,13152,0,1497300,1875316,0,5397630976,13.27
28.506,1502548,13152,0,1515700,1875316,0,5397630976,13.27
28.606,1518964,13152,0,1532116,1875316,0,5397630976,13.27
28.707,1537396,13152,0,1550548,1875316,0,5397630976,13.27
28.807,1555828,13152,0,1568980,1875316,0,5397630976,13.27
28.908,1573484,13152,0,1586636,1875316,0,5397630976,13.27
