t,RssAnon,RssFile,RssShmem,VmRSS,VmHWM,majflt,read_bytes,psi_io_full
20.383,486704,255452,0,742156,1978088,56,28901376,16.73
20.483,471356,322888,0,794244,1978088,56,28901376,16.73
20.584,465688,351360,0,817048,1978088,57,28901376,16.73
20.684,441756,410248,0,852004,1978088,57,28901376,16.73
20.784,439116,217904,0,657020,1978088,58,28950528,16.73
20.885,475612,289532,0,765144,1978088,58,28950528,16.73
20.985,442192,350376,0,792568,1978088,58,28950528,16.73
21.085,446288,390928,0,837216,1978088,60,28950528,16.73
21.186,450384,389456,0,839840,1978088,61,28954624,16.73
21.286,451408,444920,0,896328,1978088,61,28954624,16.73
21.386,452436,487904,0,940340,1978088,61,28954624,16.73
21.487,456184,576688,0,1032872,1978088,61,28954624,16.73
21.587,491128,617144,0,1108272,1978088,61,28954624,16.73
21.688,490048,671904,0,1161952,1978088,61,28954624,16.73
21.788,532600,807464,0,1340064,1978088,143,28958720,16.73
21.888,532600,1183704,0,1716304,1978088,160,28962816,16.73
21.989,532600,1508452,0,2041052,2041052,166,28971008,16.42
22.089,532600,1685344,0,2217944,2227364,169,28987392,16.42
22.189,532600,2017824,0,2550424,2550424,169,28987392,16.42
22.290,532600,1946308,0,2478908,2666192,170,29007872,16.42
22.390,532600,2077516,0,2610116,2666192,170,29007872,16.42
22.490,532600,2162972,0,2695572,2695572,170,29007872,16.42
22.591,532600,2248968,0,2781568,2781568,170,29007872,16.42
22.691,495468,2248992,0,2744460,2780452,170,29007872,16.42
22.791,476768,2248992,0,2725760,2781220,170,29007872,16.42
22.892,531704,2248992,0,2780696,2781220,170,29007872,16.42
22.992,528568,2248992,0,2777560,2781220,170,29007872,16.42
23.093,523348,2248992,0,2772340,2781220,170,29007872,16.42
23.193,500500,2248992,0,2749492,2784672,170,29007872,16.42
23.293,476768,2248992,0,2725760,2788704,170,29007872,16.42
23.394,476768,2248992,0,2725760,2788704,170,29007872,16.42
23.494,538144,2248992,0,2787136,2788704,170,29007872,16.42
23.594,535976,2248992,0,2784968,2788704,170,29007872,16.42
23.695,521784,2248992,0,2770776,2788704,170,29007872,16.42
23.795,476772,2248992,0,2725764,2788704,170,29007872,16.42
23.895,500052,2248992,0,2749044,2788704,170,29007872,14.17
23.996,481600,2248992,0,2730592,2788704,170,29007872,14.17
24.096,476772,2248992,0,2725764,2788704,170,29007872,14.17
24.197,476772,2248992,0,2725764,2788704,170,29007872,14.17
24.297,539112,2257184,0,2796296,2796296,170,29007872,14.17
24.397,530240,2273568,0,2803808,2803808,170,29007872,14.17
24.498,481912,2317336,0,2799248,2846556,170,29007872,14.17
24.598,539464,2355488,0,2894952,2894952,170,29007872,14.17
24.698,518720,2380000,0,2898720,2918292,170,29007872,14.17
24.799,524268,1394980,0,1919248,2933800,171,29118464,14.17
24.899,535460,1394980,0,1930440,2933800,171,29118464,14.17
24.999,477184,1459440,0,1936624,2933800,171,29118464,14.17
25.100,542100,1463852,0,2005952,2933800,171,29118464,14.17
25.200,477184,1526052,0,2003236,2933800,171,29118464,14.17
25.300,540716,1554964,0,2095680,2933800,171,29118464,14.17
25.401,477184,1591444,0,2068628,2933800,171,29118464,14.17
25.501,516356,1606416,0,2122772,2933800,171,29118464,14.17
