arm,rows,artifacts,mask_pct,viewport_pct,depth,route,runs,setup_ms,candidacy_us_median,count_us_median,containment_us_median,cut_us_median,total_us_median,total_us_min,total_us_max,candidates,served
dispersed,100000000,1000000,25,100,0,grouped,3,0,338757,357,2,8707,347649,340727,359812,330088,356
dispersed,100000000,1000000,25,100,0,hoisted,3,0,64830,366,2,8563,73716,72750,77246,330088,356
dispersed,100000000,1000000,25,100,0,index,3,0,970208,324862,1765840,0,3060910,2965482,3132328,1000000,330088
dispersed,100000000,1000000,25,100,0,settled,3,186,4320,156,0,0,4482,4330,5143,330088,330088
dispersed,100000000,1000000,25,25,5,grouped,3,0,116807,402,2,4200,121415,118499,122236,121311,111331
dispersed,100000000,1000000,25,25,5,hoisted,3,0,32260,411,2,4170,36711,36380,37822,121311,111331
dispersed,100000000,1000000,25,25,5,index,3,0,309916,121895,641502,0,1072894,1046404,1111186,366666,121311
dispersed,100000000,1000000,25,25,5,settled,3,186,41247,64,0,0,41311,40532,45520,121311,121311
dispersed,100000000,1000000,25,50,4,grouped,3,0,226259,385,2,6812,233457,213012,237189,232831,162448
dispersed,100000000,1000000,25,50,4,hoisted,3,0,52015,379,2,7045,59385,57869,63945,232831,162448
dispersed,100000000,1000000,25,50,4,index,3,0,625569,228677,1246808,0,2121037,1933596,2159257,703482,232831
dispersed,100000000,1000000,25,50,4,settled,3,186,57507,118,0,0,57625,53127,59716,232831,232831
dispersed,100000000,1000000,25,6.25,6,grouped,3,0,42878,400,2,2087,45382,44781,47496,41613,41104
dispersed,100000000,1000000,25,6.25,6,hoisted,3,0,16327,404,2,2029,18766,17507,19531,41613,41104
dispersed,100000000,1000000,25,6.25,6,index,3,0,100053,40871,222836,0,362176,357366,371421,125260,41613
dispersed,100000000,1000000,25,6.25,6,settled,3,186,36717,24,0,0,36744,35747,38127,41613,41613
dispersed,100000000,1000000,25,75,4,grouped,3,0,311056,403,2,9276,320620,315261,328458,320254,107659
dispersed,100000000,1000000,25,75,4,hoisted,3,0,65383,395,2,9142,74755,73676,77523,320254,107659
dispersed,100000000,1000000,25,75,4,index,3,0,874654,313186,1693982,0,2881821,2665648,3008883,970293,320254
dispersed,100000000,1000000,25,75,4,settled,3,186,51615,158,0,0,51816,50691,53517,320254,320254
dispersed,100000000,1000000,3.125,0.024,10,grouped,3,0,693,22,0,679,1409,1353,1637,46,46
dispersed,100000000,1000000,3.125,0.024,10,hoisted,3,0,610,20,0,645,1279,1246,1346,46,46
dispersed,100000000,1000000,3.125,0.024,10,index,3,0,4405,320,2390,0,7114,6569,7769,778,46
dispersed,100000000,1000000,3.125,0.024,10,settled,3,310,346,0,0,0,346,297,1201,46,46
dispersed,100000000,1000000,3.125,0.39,8,grouped,3,0,2603,292,2,872,3744,3517,4216,575,573
dispersed,100000000,1000000,3.125,0.39,8,hoisted,3,0,2146,263,1,697,3115,2914,3964,575,573
dispersed,100000000,1000000,3.125,0.39,8,index,3,0,23834,4777,27775,0,56347,55527,59357,9843,575
dispersed,100000000,1000000,3.125,0.39,8,settled,3,310,2366,1,0,0,2367,1263,3774,575,575
dispersed,100000000,1000000,3.125,100,0,grouped,3,0,80331,727,3,3784,84844,83497,85715,46674,20472
dispersed,100000000,1000000,3.125,100,0,hoisted,3,0,23299,730,3,3787,27980,27104,29279,46674,20472
dispersed,100000000,1000000,3.125,100,0,index,3,0,1380934,480581,2765255,0,4624625,4564595,4678298,1000000,46674
dispersed,100000000,1000000,3.125,100,0,settled,3,310,563,90,0,0,647,591,742,46674,46674
dispersed,100000000,1000000,3.125,25,5,grouped,3,0,28954,699,4,1871,31528,29900,35238,15845,15595
dispersed,100000000,1000000,3.125,25,5,hoisted,3,0,11691,651,4,1809,14154,13211,15289,15845,15595
dispersed,100000000,1000000,3.125,25,5,index,3,0,428771,160709,918050,0,1506432,1495557,1532393,330597,15845
dispersed,100000000,1000000,3.125,25,5,settled,3,310,8170,31,0,0,8202,5963,9358,15845,15845
dispersed,100000000,1000000,3.125,50,4,grouped,3,0,53537,775,5,2837,57246,55893,59818,31636,30474
dispersed,100000000,1000000,3.125,50,4,hoisted,3,0,18041,725,4,2936,21706,21318,22366,31636,30474
dispersed,100000000,1000000,3.125,50,4,index,3,0,885424,328042,1889385,0,3099927,3090290,3156474,682057,31636
dispersed,100000000,1000000,3.125,50,4,settled,3,310,12409,79,0,0,12489,9735,13323,31636,31636
dispersed,100000000,1000000,3.125,6.25,6,grouped,3,0,10014,522,2,1080,11613,9967,12430,4909,4900
dispersed,100000000,1000000,3.125,6.25,6,hoisted,3,0,4882,507,2,950,6338,5010,7474,4909,4900
dispersed,100000000,1000000,3.125,6.25,6,index,3,0,130485,51189,291064,0,471563,465398,482088,103759,4909
dispersed,100000000,1000000,3.125,6.25,6,settled,3,310,7221,13,0,0,7240,5059,8521,4909,4909
dispersed,100000000,1000000,3.125,75,4,grouped,3,0,72646,770,5,3664,77093,75985,78484,44235,39301
dispersed,100000000,1000000,3.125,75,4,hoisted,3,0,22590,725,4,3742,27061,26465,29567,44235,39301
dispersed,100000000,1000000,3.125,75,4,index,3,0,1265318,458886,2642717,0,4352173,4252576,4379703,952148,44235
dispersed,100000000,1000000,3.125,75,4,settled,3,310,10874,107,0,0,10988,9080,11433,44235,44235
dispersed,100000000,1000000,50,0.024,10,grouped,3,0,2927,245,1,713,3836,3598,4140,963,963
dispersed,100000000,1000000,50,0.024,10,hoisted,3,0,1161,221,1,707,2089,1859,2335,963,963
dispersed,100000000,1000000,50,0.024,10,index,3,0,4425,373,2499,0,7468,6411,8635,1603,963
dispersed,100000000,1000000,50,0.024,10,settled,3,192,2437,1,0,0,2439,2148,3571,963,963
dispersed,100000000,1000000,50,0.39,8,grouped,3,0,17355,392,3,1073,18813,17708,19558,9358,9156
dispersed,100000000,1000000,50,0.39,8,hoisted,3,0,7509,360,2,1011,8846,8532,11710,9358,9156
dispersed,100000000,1000000,50,0.39,8,index,3,0,21950,5219,26393,0,53615,50494,54959,15681,9358
dispersed,100000000,1000000,50,0.39,8,settled,3,192,16118,7,0,0,16125,15234,17133,9358,9358
dispersed,100000000,1000000,50,100,0,grouped,3,0,605098,366,1,11967,617152,606976,636957,589897,593
dispersed,100000000,1000000,50,100,0,hoisted,3,0,69395,386,1,11816,81510,79868,85162,589897,593
dispersed,100000000,1000000,50,100,0,index,3,0,990552,336977,1622446,0,2945451,2697555,3287904,1000000,589897
dispersed,100000000,1000000,50,100,0,settled,3,192,8034,193,0,0,8223,8031,8683,589897,589897
dispersed,100000000,1000000,50,25,5,grouped,3,0,200382,376,2,5672,206470,186071,208266,216350,183920
dispersed,100000000,1000000,50,25,5,hoisted,3,0,33222,387,2,5607,39246,35703,40949,216350,183920
dispersed,100000000,1000000,50,25,5,index,3,0,317804,122170,602511,0,1043707,949078,1060435,366666,216350
dispersed,100000000,1000000,50,25,5,settled,3,192,66054,128,0,0,66183,65100,66632,216350,216350
dispersed,100000000,1000000,50,50,4,grouped,3,0,396039,343,2,9447,405796,398309,452152,415597,205315
dispersed,100000000,1000000,50,50,4,hoisted,3,0,55094,347,2,9309,64727,63827,68165,415597,205315
dispersed,100000000,1000000,50,50,4,index,3,0,633621,233889,1146303,0,2013657,1982928,2245164,703482,415597
dispersed,100000000,1000000,50,50,4,settled,3,192,98319,153,0,0,98471,96845,112316,415597,415597
dispersed,100000000,1000000,50,6.25,6,grouped,3,0,63078,363,2,2510,65954,63232,73601,74067,72504
dispersed,100000000,1000000,50,6.25,6,hoisted,3,0,15311,340,2,2422,18073,17316,19758,74067,72504
dispersed,100000000,1000000,50,6.25,6,index,3,0,98646,39741,191339,0,328677,318126,347871,125261,74067
dispersed,100000000,1000000,50,6.25,6,settled,3,192,52738,28,0,0,52774,50906,56902,74067,74067
dispersed,100000000,1000000,50,75,4,grouped,3,0,519400,336,2,11489,531227,519526,567502,572431,67656
dispersed,100000000,1000000,50,75,4,hoisted,3,0,69166,348,2,12173,81723,77334,83781,572431,67656
dispersed,100000000,1000000,50,75,4,index,3,0,913186,329391,1580905,0,2833987,2594024,2890879,970293,572431
dispersed,100000000,1000000,50,75,4,settled,3,192,85394,190,0,0,85584,83530,91749,572431,572431
dispersed,100000000,1000000,75,0.024,10,grouped,3,0,3500,292,1,764,4475,4286,6795,1339,1339
dispersed,100000000,1000000,75,0.024,10,hoisted,3,0,1399,255,1,723,2343,2022,2885,1339,1339
dispersed,100000000,1000000,75,0.024,10,index,3,0,4302,373,2038,0,6734,6052,7210,1605,1339
dispersed,100000000,1000000,75,0.024,10,settled,3,149,3632,2,0,0,3633,3321,4718,1339,1339
dispersed,100000000,1000000,75,0.39,8,grouped,3,0,20189,368,3,1125,21691,21210,22527,13097,12708
dispersed,100000000,1000000,75,0.39,8,hoisted,3,0,7265,363,2,1067,8673,8412,9569,13097,12708
dispersed,100000000,1000000,75,0.39,8,index,3,0,22364,5309,22218,0,49787,48425,51491,15681,13097
dispersed,100000000,1000000,75,0.39,8,settled,3,149,19178,8,0,0,19187,18790,20183,13097,13097
dispersed,100000000,1000000,75,100,0,grouped,3,0,831992,333,1,13049,845375,836790,927087,830137,720
dispersed,100000000,1000000,75,100,0,hoisted,3,0,46215,336,1,12832,59243,58656,62083,830137,720
dispersed,100000000,1000000,75,100,0,index,3,0,993125,330160,1351244,0,2674529,2620582,2897903,1000000,830137
dispersed,100000000,1000000,75,100,0,settled,3,149,11359,230,0,0,11593,11441,12560,830137,830137
dispersed,100000000,1000000,75,25,5,grouped,3,0,270191,367,2,6676,277170,273100,302091,304347,240383
dispersed,100000000,1000000,75,25,5,hoisted,3,0,26678,365,2,6654,33679,33307,37428,304347,240383
dispersed,100000000,1000000,75,25,5,index,3,0,316128,120930,490512,0,927570,879910,958138,366666,304347
dispersed,100000000,1000000,75,25,5,settled,3,149,87668,94,0,0,87762,82781,96317,304347,304347
dispersed,100000000,1000000,75,50,4,grouped,3,0,532810,335,2,10566,543781,509734,589511,584431,199535
dispersed,100000000,1000000,75,50,4,hoisted,3,0,41212,327,2,10606,52003,50857,56991,584431,199535
dispersed,100000000,1000000,75,50,4,index,3,0,637172,234470,954144,0,1822303,1720413,1988809,703482,584431
dispersed,100000000,1000000,75,50,4,settled,3,149,130824,166,0,0,130992,124541,134300,584431,584431
dispersed,100000000,1000000,75,6.25,6,grouped,3,0,87781,358,2,2956,91098,89856,103258,104014,100853
dispersed,100000000,1000000,75,6.25,6,hoisted,3,0,14413,355,1,3019,17777,17369,21240,104014,100853
dispersed,100000000,1000000,75,6.25,6,index,3,0,105039,42442,171441,0,317858,307501,343066,125261,104014
dispersed,100000000,1000000,75,6.25,6,settled,3,149,74632,32,0,0,74666,73028,77096,104014,104014
dispersed,100000000,1000000,75,75,4,grouped,3,0,765784,343,2,13214,779327,763346,836746,805502,33043
dispersed,100000000,1000000,75,75,4,hoisted,3,0,51035,324,2,12701,63939,63214,67425,805502,33043
dispersed,100000000,1000000,75,75,4,index,3,0,901139,319511,1299488,0,2525200,2366780,2640991,970293,805502
dispersed,100000000,1000000,75,75,4,settled,3,149,125768,233,0,0,126001,124097,136148,805502,805502
dispersed,100000000,1000000,9.375,0.024,10,grouped,3,0,1132,50,0,680,1863,1768,2374,241,241
dispersed,100000000,1000000,9.375,0.024,10,hoisted,3,0,753,51,1,671,1486,1427,1537,241,241
dispersed,100000000,1000000,9.375,0.024,10,index,3,0,4555,295,2660,0,7439,6663,8007,1467,241
dispersed,100000000,1000000,9.375,0.024,10,settled,3,192,746,0,0,0,747,723,1280,241,241
dispersed,100000000,1000000,9.375,0.39,8,grouped,3,0,7406,305,2,863,8548,6315,9763,2413,2398
dispersed,100000000,1000000,9.375,0.39,8,hoisted,3,0,4704,283,2,805,5777,4962,8484,2413,2398
dispersed,100000000,1000000,9.375,0.39,8,index,3,0,22396,4820,27928,0,54739,53298,58042,14763,2413
dispersed,100000000,1000000,9.375,0.39,8,settled,3,192,7201,4,0,0,7205,4277,8186,2413,2413
dispersed,100000000,1000000,9.375,100,0,grouped,3,0,158662,388,2,4835,163903,160442,169118,144553,26284
dispersed,100000000,1000000,9.375,100,0,hoisted,3,0,38582,393,2,4809,43786,43188,44932,144553,26284
dispersed,100000000,1000000,9.375,100,0,index,3,0,958433,311224,1769948,0,3042629,2803239,3080915,1000000,144553
dispersed,100000000,1000000,9.375,100,0,settled,3,192,1826,113,0,0,1946,1886,2125,144553,144553
dispersed,100000000,1000000,9.375,25,5,grouped,3,0,56208,411,2,2530,59151,57997,60662,52798,51008
dispersed,100000000,1000000,9.375,25,5,hoisted,3,0,20131,402,2,2468,23010,22715,23448,52798,51008
dispersed,100000000,1000000,9.375,25,5,index,3,0,304480,113286,645946,0,1062595,1036264,1084944,362666,52798
dispersed,100000000,1000000,9.375,25,5,settled,3,192,20033,52,0,0,20085,19460,21859,52798,52798
dispersed,100000000,1000000,9.375,50,4,grouped,3,0,107050,463,2,3960,111459,109979,115926,102047,88176
dispersed,100000000,1000000,9.375,50,4,hoisted,3,0,31428,445,2,3929,35799,35420,36845,102047,88176
dispersed,100000000,1000000,9.375,50,4,index,3,0,612718,217973,1245450,0,2074031,2037652,2125474,701288,102047
dispersed,100000000,1000000,9.375,50,4,settled,3,192,27497,97,0,0,27590,26885,32923,102047,102047
dispersed,100000000,1000000,9.375,6.25,6,grouped,3,0,21654,386,2,1471,23392,22779,24374,18029,17931
dispersed,100000000,1000000,9.375,6.25,6,hoisted,3,0,10231,333,2,1434,11944,10936,13066,18029,17931
dispersed,100000000,1000000,9.375,6.25,6,index,3,0,97104,38853,222286,0,357742,343957,383209,122778,18029
dispersed,100000000,1000000,9.375,6.25,6,settled,3,192,18070,20,0,0,18091,16999,18271,18029,18029
dispersed,100000000,1000000,9.375,75,4,grouped,3,0,146639,443,2,5083,152170,149551,157092,139898,89990
dispersed,100000000,1000000,9.375,75,4,hoisted,3,0,39161,422,2,5002,44543,43902,46660,139898,89990
dispersed,100000000,1000000,9.375,75,4,index,3,0,867782,301539,1724530,0,2893851,2839936,2993662,968828,139898
dispersed,100000000,1000000,9.375,75,4,settled,3,192,23662,131,0,0,23792,23615,24492,139898,139898
