arm,rows,artifacts,mask_pct,viewport_pct,depth,route,runs,setup_ms,candidacy_us_median,count_us_median,containment_us_median,cut_us_median,total_us_median,total_us_min,total_us_max,candidates,served
dispersed,100000000,1000000,75,0.024,10,hoisted,3,0,1243,270,1,718,2222,1882,3693,1030,1030
dispersed,100000000,1000000,75,0.024,10,index,3,0,3455,300,1459,0,5163,4527,6789,1235,1030
dispersed,100000000,1000000,75,0.024,10,settled,3,151,2584,1,0,0,2584,2452,3198,1030,1030
dispersed,100000000,1000000,75,0.39,8,grouped,3,0,24934,522,3,1102,26624,25068,28063,10521,10261
dispersed,100000000,1000000,75,0.39,8,hoisted,3,0,11982,420,2,1020,13424,12513,14221,10521,10261
dispersed,100000000,1000000,75,0.39,8,index,3,0,27819,5703,17324,0,50623,49174,54112,12596,10521
dispersed,100000000,1000000,75,0.39,8,settled,3,151,24763,6,0,0,24769,22617,26953,10521,10521
dispersed,100000000,1000000,75,100,0,grouped,3,0,773492,457,1,12698,786791,768340,825236,830137,720
dispersed,100000000,1000000,75,100,0,hoisted,3,0,104029,460,1,12480,117142,114554,119889,830137,720
dispersed,100000000,1000000,75,100,0,index,3,0,906592,444591,1333317,0,2688369,2629765,2795435,1000000,830137
dispersed,100000000,1000000,75,100,0,settled,3,151,10743,239,0,0,10983,10850,11690,830137,830137
dispersed,100000000,1000000,75,25,5,grouped,3,0,258915,463,1,6312,265478,261701,272826,288045,227691
dispersed,100000000,1000000,75,25,5,hoisted,3,0,52807,462,1,6247,59517,58982,60516,288045,227691
dispersed,100000000,1000000,75,25,5,index,3,0,299405,154398,467488,0,921292,904623,931578,347001,288045
dispersed,100000000,1000000,75,25,5,settled,3,151,83895,85,0,0,83980,82558,84757,288045,288045
dispersed,100000000,1000000,75,50,4,grouped,3,0,508448,445,2,10316,519210,488354,530965,566143,212721
dispersed,100000000,1000000,75,50,4,hoisted,3,0,84909,459,2,9903,95272,90264,97569,566143,212721
dispersed,100000000,1000000,75,50,4,index,3,0,591089,301307,914255,0,1803373,1700805,1836947,681456,566143
dispersed,100000000,1000000,75,50,4,settled,3,151,108525,162,0,0,108688,103614,109709,566143,566143
dispersed,100000000,1000000,75,6.25,6,grouped,3,0,88713,469,2,2777,91960,90211,95477,94305,92049
dispersed,100000000,1000000,75,6.25,6,hoisted,3,0,25779,466,2,2819,29342,28529,30767,94305,92049
dispersed,100000000,1000000,75,6.25,6,index,3,0,100885,51331,153233,0,306724,302659,316312,113462,94305
dispersed,100000000,1000000,75,6.25,6,settled,3,151,70473,32,0,0,70503,69473,73166,94305,94305
dispersed,100000000,1000000,75,75,4,grouped,3,0,715125,484,2,13830,729441,718570,765559,789541,42718
dispersed,100000000,1000000,75,75,4,hoisted,3,0,109362,480,1,12693,122263,120462,128568,789541,42718
dispersed,100000000,1000000,75,75,4,index,3,0,818952,420443,1273337,0,2511063,2431986,2541360,950993,789541
dispersed,100000000,1000000,75,75,4,settled,3,151,99310,226,0,0,99536,97551,100980,789541,789541
dispersed,100000000,1000000,9.375,0.024,10,grouped,3,0,858,44,0,664,1565,1504,1750,199,199
dispersed,100000000,1000000,9.375,0.024,10,hoisted,3,0,564,44,1,638,1249,1221,1290,199,199
dispersed,100000000,1000000,9.375,0.024,10,index,3,0,5089,271,2137,0,7497,5660,8974,1210,199
dispersed,100000000,1000000,9.375,0.024,10,settled,3,176,558,0,0,0,558,549,934,199,199
dispersed,100000000,1000000,9.375,0.39,8,grouped,3,0,4831,480,2,865,5980,4769,6802,2069,2052
dispersed,100000000,1000000,9.375,0.39,8,hoisted,3,0,2920,270,2,755,3939,3343,5635,2069,2052
dispersed,100000000,1000000,9.375,0.39,8,index,3,0,27877,5333,22760,0,55968,55064,57572,12549,2069
dispersed,100000000,1000000,9.375,0.39,8,settled,3,176,5143,2,0,0,5145,2646,7274,2069,2069
dispersed,100000000,1000000,9.375,100,0,grouped,3,0,155329,608,2,4917,160851,158776,167402,144553,26284
dispersed,100000000,1000000,9.375,100,0,hoisted,3,0,47313,589,2,4674,52572,51764,53602,144553,26284
dispersed,100000000,1000000,9.375,100,0,index,3,0,881829,418802,1687965,0,2987932,2923981,3060712,1000000,144553
dispersed,100000000,1000000,9.375,100,0,settled,3,176,1851,58,0,0,1907,1866,2076,144553,144553
dispersed,100000000,1000000,9.375,25,5,grouped,3,0,54480,684,2,2445,57611,55972,60564,50523,48821
dispersed,100000000,1000000,9.375,25,5,hoisted,3,0,21295,610,2,2369,24270,23939,26320,50523,48821
dispersed,100000000,1000000,9.375,25,5,index,3,0,293543,146496,594183,0,1038610,1000753,1071650,346846,50523
dispersed,100000000,1000000,9.375,25,5,settled,3,176,17619,51,0,0,17669,16079,20089,50523,50523
dispersed,100000000,1000000,9.375,50,4,grouped,3,0,105228,650,2,3834,109696,107871,113981,99122,86367
dispersed,100000000,1000000,9.375,50,4,hoisted,3,0,36048,657,2,3889,40583,40100,42543,99122,86367
dispersed,100000000,1000000,9.375,50,4,index,3,0,568800,285506,1162716,0,2015774,1980430,2136167,681277,99122
dispersed,100000000,1000000,9.375,50,4,settled,3,176,21977,95,0,0,22068,20666,22549,99122,99122
dispersed,100000000,1000000,9.375,6.25,6,grouped,3,0,19559,502,2,1457,21838,21053,22756,16746,16667
dispersed,100000000,1000000,9.375,6.25,6,hoisted,3,0,10124,487,2,1375,11987,9422,12851,16746,16667
dispersed,100000000,1000000,9.375,6.25,6,index,3,0,101799,48667,196188,0,345129,335538,357537,113357,16746
dispersed,100000000,1000000,9.375,6.25,6,settled,3,176,15501,19,0,0,15520,14299,15896,16746,16746
dispersed,100000000,1000000,9.375,75,4,grouped,3,0,143886,609,2,4790,149489,142005,150474,137290,91995
dispersed,100000000,1000000,9.375,75,4,hoisted,3,0,45935,617,2,4855,51430,49652,52213,137290,91995
dispersed,100000000,1000000,9.375,75,4,index,3,0,795476,396412,1611425,0,2806235,2714192,2899231,950808,137290
dispersed,100000000,1000000,9.375,75,4,settled,3,176,19178,140,0,0,19318,18627,21036,137290,137290
